ID;Woonplaatsen;Woonplaatscode_1;Woonplaats;Code_3;Provincie;Code_5;Deel;Code_7
1312;WP2847;WP2847    ;Beekdaelen                         ;GM1954    ;Limburg                  ;PV31      ;Zuid-Nederland           ;LD04      
1313;WP2331;WP2331    ;Venray                             ;GM0984    ;Limburg                  ;PV31      ;Zuid-Nederland           ;LD04      
1314;WP3530;WP3530    ;West Betuwe                        ;GM1960    ;Gelderland               ;PV25      ;Oost-Nederland           ;LD02      
1315;WP1035;WP1035    ;Horst aan de Maas                  ;GM1507    ;Limburg                  ;PV31      ;Zuid-Nederland           ;LD04      
1316;WP3402;WP3402    ;Noardeast-Fryslân                  ;GM1970    ;Friesland                ;PV21      ;Noord-Nederland          ;LD01      
1317;WP1695;WP1695    ;Eijsden-Margraten                  ;GM1903    ;Limburg                  ;PV31      ;Zuid-Nederland           ;LD04      
1318;WP2801;WP2801    ;Mook en Middelaar                  ;GM0944    ;Limburg                  ;PV31      ;Zuid-Nederland           ;LD04      
1319;WP1007;WP1007    ;Middelburg                         ;GM0687    ;Zeeland                  ;PV29      ;West-Nederland           ;LD03      
1320;WP3143;WP3143    ;Goeree-Overflakkee                 ;GM1924    ;Zuid-Holland             ;PV28      ;West-Nederland           ;LD03      
1321;WP1840;WP1840    ;Edam-Volendam                      ;GM0385    ;Noord-Holland            ;PV27      ;West-Nederland           ;LD03      
1322;WP3450;WP3450    ;Loppersum                          ;GM0024    ;Groningen                ;PV20      ;Noord-Nederland          ;LD01      
1323;WP2170;WP2170    ;Beemster                           ;GM0370    ;Noord-Holland            ;PV27      ;West-Nederland           ;LD03      
1324;WP2434;WP2434    ;Hollands Kroon                     ;GM1911    ;Noord-Holland            ;PV27      ;West-Nederland           ;LD03      
1325;WP2926;WP2926    ;Tynaarlo                           ;GM1730    ;Drenthe                  ;PV22      ;Noord-Nederland          ;LD01      
1326;WP2892;WP2892    ;Harlingen                          ;GM0072    ;Friesland                ;PV21      ;Noord-Nederland          ;LD01      
1327;WP2619;WP2619    ;Terschelling                       ;GM0093    ;Friesland                ;PV21      ;Noord-Nederland          ;LD01      
1328;WP1897;WP1897    ;Oldambt                            ;GM1895    ;Groningen                ;PV20      ;Noord-Nederland          ;LD01      
1329;WP2343;WP2343    ;Westerkwartier                     ;GM1969    ;Groningen                ;PV20      ;Noord-Nederland          ;LD01      
1330;WP3152;WP3152    ;Medemblik                          ;GM0420    ;Noord-Holland            ;PV27      ;West-Nederland           ;LD03      
1331;WP1199;WP1199    ;Leeuwarden                         ;GM0080    ;Friesland                ;PV21      ;Noord-Nederland          ;LD01      
1332;WP1127;WP1127    ;Geldrop-Mierlo                     ;GM1771    ;Noord-Brabant            ;PV30      ;Zuid-Nederland           ;LD04      
1333;WP3549;WP3549    ;De Ronde Venen                     ;GM0736    ;Utrecht                  ;PV26      ;West-Nederland           ;LD03      
1334;WP2383;WP2383    ;Hoeksche Waard                     ;GM1963    ;Zuid-Holland             ;PV28      ;West-Nederland           ;LD03      
1335;WP2191;WP2191    ;Heerenveen                         ;GM0074    ;Friesland                ;PV21      ;Noord-Nederland          ;LD01      
1336;WP2091;WP2091    ;Gemert-Bakel                       ;GM1652    ;Noord-Brabant            ;PV30      ;Zuid-Nederland           ;LD04      
1337;WP1976;WP1976    ;Mill en Sint Hubert                ;GM0815    ;Noord-Brabant            ;PV30      ;Zuid-Nederland           ;LD04      
1338;WP2289;WP2289    ;Berg en Dal                        ;GM1945    ;Gelderland               ;PV25      ;Oost-Nederland           ;LD02      
1339;WP2479;WP2479    ;Gennep                             ;GM0907    ;Limburg                  ;PV31      ;Zuid-Nederland           ;LD04      
1340;WP3333;WP3333    ;Waadhoeke                          ;GM1949    ;Friesland                ;PV21      ;Noord-Nederland          ;LD01      
1341;WP1678;WP1678    ;De Fryske Marren                   ;GM1940    ;Friesland                ;PV21      ;Noord-Nederland          ;LD01      
1342;WP3403;WP3403    ;Noardeast-Fryslân                  ;GM1970    ;Friesland                ;PV21      ;Noord-Nederland          ;LD01      
1343;WP3054;WP3054    ;Loon op Zand                       ;GM0809    ;Noord-Brabant            ;PV30      ;Zuid-Nederland           ;LD04      
1344;WP1322;WP1322    ;Moerdijk                           ;GM1709    ;Noord-Brabant            ;PV30      ;Zuid-Nederland           ;LD04      
1345;WP2647;WP2647    ;Oisterwijk                         ;GM0824    ;Noord-Brabant            ;PV30      ;Zuid-Nederland           ;LD04      
1346;WP1212;WP1212    ;Zuidplas                           ;GM1892    ;Zuid-Holland             ;PV28      ;West-Nederland           ;LD03      
1347;WP1593;WP1593    ;Roosendaal                         ;GM1674    ;Noord-Brabant            ;PV30      ;Zuid-Nederland           ;LD04      
1348;WP1983;WP1983    ;Molenlanden                        ;GM1978    ;Zuid-Holland             ;PV28      ;West-Nederland           ;LD03      
1349;WP2802;WP2802    ;Mook en Middelaar                  ;GM0944    ;Limburg                  ;PV31      ;Zuid-Nederland           ;LD04      
1350;WP2069;WP2069    ;Gilze en Rijen                     ;GM0784    ;Noord-Brabant            ;PV30      ;Zuid-Nederland           ;LD04      
1351;WP1967;WP1967    ;Súdwest-Fryslân                    ;GM1900    ;Friesland                ;PV21      ;Noord-Nederland          ;LD01      
1352;WP1944;WP1944    ;Waterland                          ;GM0852    ;Noord-Holland            ;PV27      ;West-Nederland           ;LD03      
1353;WP2659;WP2659    ;Westland                           ;GM1783    ;Zuid-Holland             ;PV28      ;West-Nederland           ;LD03      
1354;WP1964;WP1964    ;Montfoort                          ;GM0335    ;Utrecht                  ;PV26      ;West-Nederland           ;LD03      
1355;WP2592;WP2592    ;Roerdalen                          ;GM1669    ;Limburg                  ;PV31      ;Zuid-Nederland           ;LD04      
1356;WP2803;WP2803    ;Mook en Middelaar                  ;GM0944    ;Limburg                  ;PV31      ;Zuid-Nederland           ;LD04      
1357;WP2796;WP2796    ;Hoeksche Waard                     ;GM1963    ;Zuid-Holland             ;PV28      ;West-Nederland           ;LD03      
1358;WP1244;WP1244    ;Zuidplas                           ;GM1892    ;Zuid-Holland             ;PV28      ;West-Nederland           ;LD03      
1359;WP1464;WP1464    ;Meerssen                           ;GM0938    ;Limburg                  ;PV31      ;Zuid-Nederland           ;LD04      
1360;WP3404;WP3404    ;Noardeast-Fryslân                  ;GM1970    ;Friesland                ;PV21      ;Noord-Nederland          ;LD01      
1361;WP2093;WP2093    ;Gemert-Bakel                       ;GM1652    ;Noord-Brabant            ;PV30      ;Zuid-Nederland           ;LD04      
1362;WP3632;WP3632    ;Gooise Meren                       ;GM1942    ;Noord-Holland            ;PV27      ;West-Nederland           ;LD03      
1363;WP1519;WP1519    ;Gooise Meren                       ;GM1942    ;Noord-Holland            ;PV27      ;West-Nederland           ;LD03      
1364;WP2446;WP2446    ;Tytsjerksteradiel                  ;GM0737    ;Friesland                ;PV21      ;Noord-Nederland          ;LD01      
1365;WP1725;WP1725    ;Weststellingwerf                   ;GM0098    ;Friesland                ;PV21      ;Noord-Nederland          ;LD01      
1366;WP3312;WP3312    ;Noardeast-Fryslân                  ;GM1970    ;Friesland                ;PV21      ;Noord-Nederland          ;LD01      
1367;WP2816;WP2816    ;Sittard-Geleen                     ;GM1883    ;Limburg                  ;PV31      ;Zuid-Nederland           ;LD04      
1368;WP2278;WP2278    ;Midden-Groningen                   ;GM1952    ;Groningen                ;PV20      ;Noord-Nederland          ;LD01      
1369;WP3077;WP3077    ;Stadskanaal                        ;GM0037    ;Groningen                ;PV20      ;Noord-Nederland          ;LD01      
1370;WP3075;WP3075    ;Stadskanaal                        ;GM0037    ;Groningen                ;PV20      ;Noord-Nederland          ;LD01      
1371;WP2660;WP2660    ;Westland                           ;GM1783    ;Zuid-Holland             ;PV28      ;West-Nederland           ;LD03      
1372;WP1052;WP1052    ;Gooise Meren                       ;GM1942    ;Noord-Holland            ;PV27      ;West-Nederland           ;LD03      
1373;WP1278;WP1278    ;Noordoostpolder                    ;GM0171    ;Flevoland                ;PV24      ;Oost-Nederland           ;LD02      
1374;WP3497;WP3497    ;Heumen                             ;GM0252    ;Gelderland               ;PV25      ;Oost-Nederland           ;LD02      
1375;WP2633;WP2633    ;Zaltbommel                         ;GM0297    ;Gelderland               ;PV25      ;Oost-Nederland           ;LD02      
1376;WP3003;WP3003    ;Wijdemeren                         ;GM1696    ;Noord-Holland            ;PV27      ;West-Nederland           ;LD03      
1377;WP2706;WP2706    ;Steenwijkerland                    ;GM1708    ;Overijssel               ;PV23      ;Oost-Nederland           ;LD02      
1378;WP2037;WP2037    ;Nederweert                         ;GM0946    ;Limburg                  ;PV31      ;Zuid-Nederland           ;LD04      
1379;WP2039;WP2039    ;Nederweert                         ;GM0946    ;Limburg                  ;PV31      ;Zuid-Nederland           ;LD04      
1380;WP1656;WP1656    ;Berkelland                         ;GM1859    ;Gelderland               ;PV25      ;Oost-Nederland           ;LD02      
1381;WP2952;WP2952    ;Leudal                             ;GM1640    ;Limburg                  ;PV31      ;Zuid-Nederland           ;LD04      
1382;WP3363;WP3363    ;West Betuwe                        ;GM1960    ;Gelderland               ;PV25      ;Oost-Nederland           ;LD02      
1383;WP2953;WP2953    ;Leudal                             ;GM1640    ;Limburg                  ;PV31      ;Zuid-Nederland           ;LD04      
1384;WP1777;WP1777    ;Deurne                             ;GM0762    ;Noord-Brabant            ;PV30      ;Zuid-Nederland           ;LD04      
1385;WP3261;WP3261    ;Oss                                ;GM0828    ;Noord-Brabant            ;PV30      ;Zuid-Nederland           ;LD04      
1386;WP3262;WP3262    ;Oss                                ;GM0828    ;Noord-Brabant            ;PV30      ;Zuid-Nederland           ;LD04      
1387;WP3603;WP3603    ;Heerenveen                         ;GM0074    ;Friesland                ;PV21      ;Noord-Nederland          ;LD01      
1388;WP2588;WP2588    ;Ameland                            ;GM0060    ;Friesland                ;PV21      ;Noord-Nederland          ;LD01      
1389;WP3405;WP3405    ;Noardeast-Fryslân                  ;GM1970    ;Friesland                ;PV21      ;Noord-Nederland          ;LD01      
1390;WP1068;WP1068    ;Bladel                             ;GM1728    ;Noord-Brabant            ;PV30      ;Zuid-Nederland           ;LD04      
1391;WP1583;WP1583    ;Oude IJsselstreek                  ;GM1509    ;Gelderland               ;PV25      ;Oost-Nederland           ;LD02      
1392;WP3406;WP3406    ;Noardeast-Fryslân                  ;GM1970    ;Friesland                ;PV21      ;Noord-Nederland          ;LD01      
1393;WP3153;WP3153    ;Medemblik                          ;GM0420    ;Noord-Holland            ;PV27      ;West-Nederland           ;LD03      
1394;WP2264;WP2264    ;Westerkwartier                     ;GM1969    ;Groningen                ;PV20      ;Noord-Nederland          ;LD01      
1395;WP2121;WP2121    ;Westerkwartier                     ;GM1969    ;Groningen                ;PV20      ;Noord-Nederland          ;LD01      
1396;WP2178;WP2178    ;Westerkwartier                     ;GM1969    ;Groningen                ;PV20      ;Noord-Nederland          ;LD01      
1397;WP3422;WP3422    ;Het Hogeland                       ;GM1966    ;Groningen                ;PV20      ;Noord-Nederland          ;LD01      
1398;WP1642;WP1642    ;Noordenveld                        ;GM1699    ;Drenthe                  ;PV22      ;Noord-Nederland          ;LD01      
1399;WP1171;WP1171    ;Aa en Hunze                        ;GM1680    ;Drenthe                  ;PV22      ;Noord-Nederland          ;LD01      
1400;WP1421;WP1421    ;Oldambt                            ;GM1895    ;Groningen                ;PV20      ;Noord-Nederland          ;LD01      
1401;WP1009;WP1009    ;Middelburg                         ;GM0687    ;Zeeland                  ;PV29      ;West-Nederland           ;LD03      
